5	5	0.000000  	1.000000  	0.000000000 	0
5	6	0.000000  	1.000000  	0.000000000 	0
5	7	0.000000  	1.000000  	0.000000000 	0
5	8	0.000000  	1.000000  	0.000000000 	0
5	9	0.000000  	1.000000  	0.000000000 	0
5	10	0.000000  	1.000000  	0.000000000 	0
5	11	0.000000  	1.000000  	0.000000000 	0
5	12	0.000000  	1.000000  	0.000000000 	0
5	13	0.000000  	1.000000  	0.000000000 	0
5	14	0.000000  	1.000000  	0.000000000 	0
5	15	0.000000  	1.000000  	0.000000000 	0
6	0	0.000000  	1.000000  	0.000000000 	0
6	1	0.000000  	1.000000  	0.000000000 	0
6	2	0.000000  	1.000000  	0.000000000 	0
6	3	0.000000  	1.000000  	0.000000000 	0
6	4	0.000000  	1.000000  	0.000000000 	0
6	5	0.000000  	1.000000  	0.000000000 	0
6	6	0.000000  	1.000000  	0.000000000 	0
6	7	0.000000  	1.000000  	0.000000000 	0
6	8	0.000000  	1.000000  	0.000000000 	0
6	9	0.000000  	1.000000  	0.000000000 	0
6	10	0.000000  	1.000000  	0.000000000 	0
6	11	0.000000  	1.000000  	0.000000000 	0
6	12	0.000000  	1.000000  	0.000000000 	0
6	13	0.000000  	1.000000  	0.000000000 	0
6	14	0.000000  	1.000000  	0.000000000 	0
6	15	0.000000  	1.000000  	0.000000000 	0
7	0	0.000000  	1.000000  	0.000000000 	0
7	1	0.000000  	1.000000  	0.000000000 	0
7	2	0.000000  	1.000000  	0.000000000 	0
7	3	0.000000  	1.000000  	0.000000000 	0
7	4	0.000000  	1.000000  	0.000000000 	0
7	5	0.000000  	1.000000  	0.000000000 	0
7	6	0.000000  	1.000000  	0.000000000 	0
7	7	0.000000  	1.000000  	0.000000000 	0
7	8	0.000000  	1.000000  	0.000000000 	0
7	9	0.000000  	1.000000  	0.000000000 	0
7	10	0.000000  	1.000000  	0.000000000 	0
7	11	0.000000  	1.000000  	0.000000000 	0
7	12	0.000000  	1.000000  	0.000000000 	0
7	13	0.000000  	1.000000  	0.000000000 	0
7	14	0.000000  	1.000000  	0.000000000 	0
7	15	0.000000  	1.000000  	0.000000000 	0
8	0	0.000000  	1.000000  	0.000000000 	0
8	1	0.000000  	1.000000  	0.000000000 	0
8	2	0.000000  	1.000000  	0.000000000 	0
8	3	0.000000  	1.000000  	0.000000000 	0
8	4	0.000000  	1.000000  	0.000000000 	0
8	5	0.000000  	1.000000  	0.000000000 	0
8	6	0.000000  	1.000000  	0.000000000 	0
8	7	0.000000  	1.000000  	0.000000000 	0
8	8	0.000000  	1.000000  	0.000000000 	0
8	9	0.000000  	1.000000  	0.000000000 	0
8	10	0.000000  	1.000000  	0.000000000 	0
8	11	0.000000  	1.000000  	0.000000000 	0
8	12	0.000000  	1.000000  	0.000000000 	0
8	13	0.000000  	1.000000  	0.000000000 	0
8	14	0.000000  	1.000000  	0.000000000 	0
8	15	0.000000  	1.000000  	0.000000000 	0

